ctag	en	en_female
CMATCHTEXT_WISEPLAYER5	<assistant><EXP><col_a>That's a great interception by $playername|He used all his experience there	<assistant><EXP><col_a>That's a great interception by $playername|He used all his experience there
CMATCHTEXT_WISEPLAYER6	<assistant><EXP><col_a>$playername shows his experience as he steals the ball	<assistant><EXP><col_a>$playername shows his experience as he steals the ball
CMATCHTEXT_WISEPLAYER7	<assistant><EXP><assistant><EXP><col_a>Great tactical awareness from $playername|He puts his team on the attack again...	<assistant><EXP><assistant><EXP><col_a>Great tactical awareness from $playername|He puts his team on the attack again...
CMATCHTEXT_WISEPLAYER8	<assistant><EXP><col_a>$playername held his position and steals the ball|Experience won that challenge!	<assistant><EXP><col_a>$playername held his position and steals the ball|Experience won that challenge!
CMATCHTEXT_WISEPLAYER9	<assistant><EXP><col_a>$defendingteamname lose out to $playername|He was too wise for that...	<assistant><EXP><col_a>$defendingteamname lose out to $playername|He was too wise for that...
CMATCHTEXT_WISEPLAYERFK1	<assistant><EXP><col_a><!whistledelayed>$playername wins the free kick|He used all his experience there!	<assistant><EXP><col_a><!whistledelayed>$playername wins the free kick|He used all his experience there!
CMATCHTEXT_WISEPLAYERFK2	<assistant><EXP><col_a><!whistledelayed>$playername gets a free kick|That was clever from a wise player	<assistant><EXP><col_a><!whistledelayed>$playername gets a free kick|That was clever from a wise player
CMATCHTEXT_WISEPLAYERFK3	<assistant><EXP><col_a><!whistledelayed>$playername draws the challenge and wins a free kick	<assistant><EXP><col_a><!whistledelayed>$playername draws the challenge and wins a free kick
CMATCHTEXT_WISEPLAYERFK4	<assistant><EXP><col_a><!whistledelayed>$playername gets the free kick|He was very clever there	<assistant><EXP><col_a><!whistledelayed>$playername gets the free kick|He was very clever there
CMATCHTEXT_WISEPLAYERFK5	<assistant><EXP><col_a><!whistledelayed>$playername goes down easily but gets the free kick|The ref had no choice really	<assistant><EXP><col_a><!whistledelayed>$playername goes down easily but gets the free kick|The ref had no choice really
CMATCHTEXT_YELLOW1	<col_d>That's going to be a yellow card for $playername	<col_d>That's going to be a yellow card for $playername
CMATCHTEXT_YELLOW2	<col_d>It's a yellow card|$playername goes into the book	<col_d>It's a yellow card|$playername goes into the book
CMATCHTEXT_YELLOW3	<col_d>A deliberate foul by $playername|Yellow card	<col_d>A deliberate foul by $playername|Yellow card
CMATCHTEXT_YELLOW4	<col_d>$playername picks up a yellow card	<col_d>$playername picks up a yellow card
CMATCHTEXT_YELLOW5	<col_d>The ref reaches into his pocket|Yellow card for $playername	<col_d>The ref reaches into his pocket|Yellow card for $playername
CMATCHTEXT_YOUNGPLAYER_GK1	<assistant><-EXP><col_d>That's poor distribution from the young $playername...	<assistant><-EXP><col_d>That's poor distribution from the young $playername...
CMATCHTEXT_YOUNGPLAYER_GK2	<assistant><-EXP><col_d>The rookie keeper $playername looks nervous|He parries a weak shot back into play...	<assistant><-EXP><col_d>The rookie keeper $playername looks nervous|He parries a weak shot back into play...
CMATCHTEXT_YOUNGPLAYER_GK3	<assistant><-EXP><col_d>$playername will need to learn fast|He's thrown the ball straight to the opposition	<assistant><-EXP><col_d>$playername will need to learn fast|He's thrown the ball straight to the opposition
CMATCHTEXT_YOUNGPLAYER_GK4	<assistant><-EXP><col_d>That was a poor kick from the young $playername	<assistant><-EXP><col_d>That was a poor kick from the young $playername
CMATCHTEXT_YOUNGPLAYER_GK5	<assistant><-EXP><col_d>$playername showed his inexperience there|He's given it straight to $attackingteamname...	<assistant><-EXP><col_d>$playername showed his inexperience there|He's given it straight to $attackingteamname...
CMATCHTEXT_YOUNGPLAYER_RAW_GK1	<assistant><-EXP><col_d>$playername looks out of his depth|<col_a>He's thrown it straight to $attackingteamname...	<assistant><-EXP><col_d>$playername looks out of his depth|<col_a>He's thrown it straight to $attackingteamname...
CMATCHTEXT_YOUNGPLAYER_RAW_GK2	<assistant><-EXP><col_d>$playername doesn't look ready for the first team|<col_a>His distribution is poor...	<assistant><-EXP><col_d>$playername doesn't look ready for the first team|<col_a>His distribution is poor...
CMATCHTEXT_YOUNGPLAYER_RAW_GK3	<assistant><-EXP><col_d>The lad $playername is too raw for first team action|<col_a>He flapped at a tame cross...	<assistant><-EXP><col_d>The lad $playername is too raw for first team action|<col_a>He flapped at a tame cross...
CMATCHTEXT_YOUNGPLAYER_RAW_GK4	<assistant><-EXP><col_d>The lad $playername has been thrown in at the deep end|<col_a>$attackingteamname can smell blood...	<assistant><-EXP><col_d>The lad $playername has been thrown in at the deep end|<col_a>$attackingteamname can smell blood...
CMATCHTEXT_YOUNGPLAYER_RAW_GK5	<assistant><-EXP><col_d>Young $playername is clearly struggling out there|<col_a>$attackingteamname are taking pot shots at him...	<assistant><-EXP><col_d>Young $playername is clearly struggling out there|<col_a>$attackingteamname are taking pot shots at him...
CMATCHTEXT_YOUNGPLAYER_RAW1	<assistant><-EXP><col_d>$playername looks completely out of his depth|<col_a>Here come $attackingteamname...	<assistant><-EXP><col_d>$playername looks completely out of his depth|<col_a>Here come $attackingteamname...
CMATCHTEXT_YOUNGPLAYER_RAW2	<assistant><-EXP><col_d>$playername clearly isn't ready for first team action|<col_a>$attackingteamname on the attack...	<assistant><-EXP><col_d>$playername clearly isn't ready for first team action|<col_a>$attackingteamname on the attack...
CMATCHTEXT_YOUNGPLAYER_RAW3	<assistant><-EXP><col_d>The lad $playername is too raw for first team action|<col_a>$attackingteamname on the attack...	<assistant><-EXP><col_d>The lad $playername is too raw for first team action|<col_a>$attackingteamname on the attack...
CMATCHTEXT_YOUNGPLAYER_RAW4	<assistant><-EXP><col_d>The lad $playername has been thrown in at the deep end|<col_a>Here come $attackingteamname...	<assistant><-EXP><col_d>The lad $playername has been thrown in at the deep end|<col_a>Here come $attackingteamname...
CMATCHTEXT_YOUNGPLAYER_RAW5	<assistant><-EXP><col_d>Young $playername is clearly struggling out there|<col_a>$attackingteamname are toying with him...	<assistant><-EXP><col_d>Young $playername is clearly struggling out there|<col_a>$attackingteamname are toying with him...
CMATCHTEXT_YOUNGPLAYER1	<assistant><-EXP><col_d>$playername makes a rookie mistake...	<assistant><-EXP><col_d>$playername makes a rookie mistake...
CMATCHTEXT_YOUNGPLAYER10	<assistant><-EXP><col_d>Young $playername looks all at sea...	<assistant><-EXP><col_d>Young $playername looks all at sea...
CMATCHTEXT_YOUNGPLAYER11	<assistant><-EXP><col_d>$playername will need to learn fast|He's given the ball away...	<assistant><-EXP><col_d>$playername will need to learn fast|He's given the ball away...
CMATCHTEXT_YOUNGPLAYER2	<assistant><-EXP><col_d>That was a silly mistake from the young $playername	<assistant><-EXP><col_d>That was a silly mistake from the young $playername
CMATCHTEXT_YOUNGPLAYER3	<assistant><-EXP><col_d>$playername showed his inexperience there...	<assistant><-EXP><col_d>$playername showed his inexperience there...
CMATCHTEXT_YOUNGPLAYER4	<assistant><-EXP><col_d>The young lad $playername makes a silly mistake	<assistant><-EXP><col_d>The young lad $playername makes a silly mistake
CMATCHTEXT_YOUNGPLAYER5	<assistant><-EXP><col_d>That's a mistake from the young lad $playername	<assistant><-EXP><col_d>That's a mistake from the young lad $playername
CMATCHTEXT_YOUNGPLAYER6	<assistant><-EXP><col_d>$playername showed his inexperience there|A rookie mistake	<assistant><-EXP><col_d>$playername showed his inexperience there|A rookie mistake
CMATCHTEXT_YOUNGPLAYER7	<assistant><-EXP><col_d>A mistake by $playername|That showed his lack of experience	<assistant><-EXP><col_d>A mistake by $playername|That showed his lack of experience
CMATCHTEXT_YOUNGPLAYER8	<assistant><-EXP><col_d>$playername is out of position|His inexperience betrayed him there...	<assistant><-EXP><col_d>$playername is out of position|His inexperience betrayed him there...
CMATCHTEXT_YOUNGPLAYER9	<assistant><-EXP><col_a>$attackingteamname dispossess the young $playername	<assistant><-EXP><col_a>$attackingteamname dispossess the young $playername
CMATCHTEXT_YOUNGPLAYERFK1	<assistant><-EXP><col_d>A silly foul by $playername|That exposed his lack of experience	<assistant><-EXP><col_d>A silly foul by $playername|That exposed his lack of experience
CMATCHTEXT_YOUNGPLAYERFK2	<assistant><-EXP><col_d>That's a rash challenge by the young $playername	<assistant><-EXP><col_d>That's a rash challenge by the young $playername
CMATCHTEXT_YOUNGPLAYERFK3	<assistant><-EXP><col_d>Young $playername bundles his opponent to the ground	<assistant><-EXP><col_d>Young $playername bundles his opponent to the ground
CMATCHTEXT_YOUNGPLAYERFK4	<assistant><-EXP><col_d>$playername was fooled into making that challenge...	<assistant><-EXP><col_d>$playername was fooled into making that challenge...
CMATCHTEXT_YOUNGPLAYERFK5	<assistant><-EXP><col_d>That's an unnecessary challenge in a dangerous area|$playername showed his inexperience there	<assistant><-EXP><col_d>That's an unnecessary challenge in a dangerous area|$playername showed his inexperience there
CMESSAGE_NOTENOUGHCASHSHORT	Not enough cash	Not enough cash
CMESSAGE_REQUIRESFACILITY	Requires $facility Level $num	Requires $facility Level $num
Coaching	Coaching	Coaching
coaching_Abilities	Abilities	Abilities
CoachingAgilityDescr	Boost a Goalkeeper's Agility	Boost a Goalkeeper's Agility
coaching_AddSide	Add Side	Add Side
coaching_Effect	Effect	Effect
coaching_Fitness	Fitness	Fitness
Coaching_FitnessCentreTip	+1 Fitness Card	+1 Fitness Card
CoachingHandleDescr	Boost a Goalkeeper's Handling	Boost a Goalkeeper's Handling
Coaching_MedicalUnitTip	+1 Treatment Card	+1 Treatment Card
coaching_Progress	Progress	Progress
CoachingReflexesDescr	Boost a Goalkeeper's Reflexes	Boost a Goalkeeper's Reflexes
Coaching_Rest	REST SQUAD	REST SQUAD
Coaching_RestTip	+$num NRG Cards	+$num NRG Cards
Coaching_ScoutsOfficeTip	+1 Player to Scout List	+1 Player to Scout List
coaching_Skills	Skills	Skills
coaching_TeamWork	Teamwork	Teamwork
Coaching_TrainingGroundTip	+1 Skill Card	+1 Skill Card
coaching_Youth	Youth	Youth
Coaching_YouthAcademyTip	+1 Youth Player Card	+1 Youth Player Card
CoachingAddSideDescr	Boost a Player's Versatility	Boost a Player's Versatility
coachingCard	Coaching Card	Coaching Card
coachingCards	Coaching Cards	Coaching Cards
COACHINGCOOLDOWNDESC	Cooldown: $num	Cooldown: $num
COACHINGCOOLDOWNDESC_CONNECTING	Connecting...	Connecting...
COACHINGCOOLDOWNDESC_FACILITY	Cooldown: $num - Upgrade facility	Cooldown: $num - Upgrade facility
COACHINGCOOLDOWNDESC_NOCONNECTION	Check Internet Connection	Check Internet Connection
COACHINGCOOLDOWNDESC_UNHAPPY	Cooldown: $num - Unhappy staff	Cooldown: $num - Unhappy staff
CoachingDribbleDescr	Boost a Player's Dribbling	Boost a Player's Dribbling
COACHINGERROR_FACILITYNOTOCCUPIED	Hire Staff to use facility	Hire Staff to use facility
CoachingHireStaff	Available Staff	Available Staff
CoachingPaceDescr	Boost a Player's Pace	Boost a Player's Pace
CoachingStrengthDescr	Boost a Player's Strength	Boost a Player's Strength
CoachingTackleDescr	Boost a Player's Tackling	Boost a Player's Tackling
CoachingTechniqueDescr	Boost a Player's Technique	Boost a Player's Technique
CoachingPurchaseFacility	Purchase facility to hire staff	Purchase facility to hire staff
Competition	Competition	Competition
competition_Friendly	Friendly	Friendly
Competitions	Competitions	Competitions
comptype_BestPlaced	Best Placed	Best Placed
comptype_KO	KO	KO
comptype_League	League	League
comptype_LeagueCont	League Continuation	League Continuation
comptype_Pool	Pool	Pool
comptype_RegionalSort	Regional Sort	Regional Sort
concern_Contract	Contract	Contract
concern_Development	Development	Development
concern_Form	Team Form	Team Form
concern_Management	Management	Management
concern_Selection	Selection	Selection
concern_Title_Contract	Contract Concern	Contract Concern
concern_Title_Development	Development Concern	Development Concern
concern_Title_Form	Form Concern	Form Concern
concern_Title_Highest	Highest Concern	Highest Concern
concern_Title_Management	Management Concern	Management Concern
concern_Title_Selection	Selection Concern	Selection Concern
concern_Title_Training	Training Concern	Training Concern
concern_Training	Training	Training
Concerns	Concerns	Concerns
concerns_Contract	Contract	Contract
concerns_Form	Form	Form
concerns_Selection	Selection	Selection
concerns_Training	Training	Training
congratulations	Congratulations	Congratulations

Consent_HEADER	DATA CONSENT MANAGEMENT	DATA CONSENT MANAGEMENT
Consent_TITLE	USE OF DATA	USE OF DATA
Consent_TEXT	This game is ad-supported. We'd prefer to serve you better, more useful ads with less repetition, and to do that we need to track some details about your device. To agree, you need to be over 16, or get a parent/guardian to click this button for you.	This game is ad-supported. We'd prefer to serve you better, more useful ads with less repetition, and to do that we need to track some details about your device. To agree, you need to be over 16, or get a parent/guardian to click this button for you.
Consent_YES	AGREE	AGREE
Consent_MORE_INFO	MORE INFORMATION	MORE INFORMATION
Consent_DENY	DO NOT AGREE	DO NOT AGREE

Continent	Continent	Continent
Continental	Continental	Continental
Continental Comp	Continental Comp	Continental Comp
Continental Competitions	Continental Competitions	Continental Competitions
Continental Comps	Continental Comps	Continental Comps
Continents	Continents	Continents
Continue	Continue	Continue
Contract	Contract	Contract
Contract Expires	Contract Expires	Contract Expires
Contract Length	Contract Length	Contract Length
Contract Negotiation	Contract Negotiation	Contract Negotiation
Contract Offer	Contract Offer	Contract Offer
contract_Demands	Demands	Demands
contract_Expired	Expired	Expired
contract_Expires	Expires	Expires
contract_Hire	Hire	Hire
contract_Hired	Hired	Hired
contract_Increase	Increase Contract	Increase Contract
contract_Length	Contract length: $num matches	Contract length: $num matches
contract_NotHired	Not hired	Not hired
contract_Renew	Renew	Renew
contract_Retiring	Retiring	Retiring
contract_Term	Term	Term
ContractDescr	Increase a Contract Length	Increase a Contract Length
Cooldown	Cooldown	Cooldown
Corners	Corners	Corners
CPRESSCONFQ	During a press conference you are asked the following question:	During a press conference you are asked the following question:
CPRESSCONFQ_BANLENGTH	How many matches does $playername currently have left on his ban?	How many matches does $playername currently have left on his ban?
CPRESSCONFQ_BIGGESTLOSSCAREER	What was the biggest loss in your career?	What was the biggest loss in your career?
CPRESSCONFQ_BIGGESTLOSSCLUB	What was your biggest loss this season?	What was your biggest loss this season?
CPRESSCONFQ_BIGGESTWINCAREER	What was the biggest win in your career?	What was the biggest win in your career?
CPRESSCONFQ_BIGGESTWINCLUB	What was your biggest win this season?	What was your biggest win this season?
CPRESSCONFQ_CAPACITY	What is your current stadium capacity?	What is your current stadium capacity?
CPRESSCONFQ_INJURYLENGTH	How many more matches will $playername miss through injury?	How many more matches will $playername miss through injury?
CPRESSCONFQ_LEAGUEPOS	What is your current league position?	What is your current league position?
CPRESSCONFQ_LEVELFITNESSCENTRE	What level is your FITNESS CENTRE?	What level is your FITNESS CENTRE?
CPRESSCONFQ_LEVELFITNESSCENTRE0	Have you built a FITNESS CENTRE yet?	Have you built a FITNESS CENTRE yet?
CPRESSCONFQ_LEVELMEDICALUNIT	What level is your MEDICAL UNIT?	What level is your MEDICAL UNIT?
CPRESSCONFQ_LEVELMEDICALUNIT0	Have you built a MEDICAL UNIT yet?	Have you built a MEDICAL UNIT yet?
CPRESSCONFQ_LEVELSCOUTSOFFICE	What level is your SCOUTS OFFICE?	What level is your SCOUTS OFFICE?
CPRESSCONFQ_LEVELSCOUTSOFFICE0	Have you built a SCOUTS OFFICE yet?	Have you built a SCOUTS OFFICE yet?
CPRESSCONFQ_LEVELSHOP	What level is your CLUB STORE?	What level is your CLUB STORE?
CPRESSCONFQ_LEVELSHOP0	Have you built a CLUB STORE yet?	Have you built a CLUB STORE yet?
CPRESSCONFQ_LEVELTRAININGGROUND	What level is your TRAINING GROUND?	What level is your TRAINING GROUND?
CPRESSCONFQ_LEVELTRAININGGROUND0	Have you built a TRAINING GROUND yet?	Have you built a TRAINING GROUND yet?
